Youtuber,Comments,Date
MrBeast Gaming,"I love how when they did the human check, the one that scored was the only bot",2023-03-26T17:18:53Z
MrBeast Gaming,Chris not discovering ball cam until the last game hurt my soul,2022-12-06T21:45:30Z
MrBeast Gaming,"I find it funny how Karl, THE WHOLE TIME, felt so happy for himself when ever he roasted the other team.",2020-10-03T01:01:51Z
MrBeast Gaming,I love the parts when Jimmy tries to talk about the code and everyone just randomly scores!!!<br>A great way to interrupt!! LMAO!!!,2022-02-22T00:29:47Z
MrBeast Gaming,I love how Karl just insults the rookie bots,2022-03-13T14:06:37Z
MrBeast Gaming,Karl&#39;s just taking the jalapenos like a god,2023-01-02T18:25:54Z
MrBeast Gaming,I love it that Karl was getting so toxic even though it was bots they were playing against,2022-05-20T18:57:20Z
MrBeast Gaming,I love how karl trash talking bots 🤣,2022-12-15T23:56:23Z
MrBeast Gaming,The fact that they were trash talking bots gets me every time.,2021-02-01T17:34:41Z
MrBeast Gaming,Chris is the example of “need boost”,2022-04-28T13:54:51Z
MrBeast Gaming,It&#39;s pure joy for Chris to convince himself that he&#39;s a beast in a non-competitive contest. I adore you two.,2022-03-15T09:09:23Z
MrBeast Gaming,Imagine if they 1v4 anyone from diamond to ssl that would hilarious 🤣,2022-12-12T04:10:55Z
MrBeast Gaming,I liked Karl&#39;s face while keeping the ball out,2022-10-31T05:04:11Z
MrBeast Gaming,I remember watching this when it first came out and saying. “They are so good”.,2023-01-07T06:35:16Z
MrBeast Gaming,I loved how Chris was just like drooling over for how spicy it was,2022-04-08T23:18:27Z
MrBeast Gaming,karls face when he saves a goal or blocks it is hilarios,2022-07-09T07:19:23Z
MrBeast Gaming,I like how Karl said in chat “your so bad it’s overwhelming” 😂🤣,2022-12-30T03:34:19Z
MrBeast Gaming,Youre literally the reason why I&#39;m addicted to this game  2 years later 😂,2022-03-28T10:32:49Z
MrBeast Gaming,i have never seen channler so good at a game before 😂,2022-12-18T11:03:27Z
MrBeast Gaming,Im seriously amazed how everyone thought they were playing against real people.,2020-10-04T11:32:51Z
MrBeast Gaming,I like how jimmy is rocking the interstellar and the rest of the crew is using the basic decal,2022-04-10T21:25:07Z
MrBeast Gaming,i was having a bad day today and this video made me feel so much better keep up the good work,2022-05-22T17:08:00Z
MrBeast Gaming,You guys were in my rocket league game I’m playing right now. Oh my God I am so excited.,2023-03-31T23:33:45Z
MrBeast Gaming,Keep up the good work MeBeast!,2022-05-18T11:21:55Z
MrBeast Gaming,Carl and Jimmy look so focused😁👁👄👁,2022-12-05T06:02:11Z
MrBeast Gaming,Karl: <b>touches the ball</b><br>Also Karl: &quot;IM INSANE LETS GOOO&quot;,2020-10-02T19:32:59Z
MrBeast Gaming,I would love to just spend the day with these guys not cuz they’re mrbeast but cuz they are so chill and funny,2022-07-13T16:43:06Z
MrBeast Gaming,This video is the most friendly they have ever been with each other,2022-08-16T22:55:18Z
MrBeast Gaming,Chris and Karl already got their tattoos! Me and chandler will get ours soon and we will show you all them once we do ❤️,2020-11-19T21:02:09Z
MrBeast Gaming,"Petition for Jimmy, Karl, Chris, and Chandler to make a survival series.<br><br>(Wow, did not expect that much people to sign the petition :))",2020-11-20T02:58:12Z
MrBeast Gaming,Love how Karls main priority was to trade gold for ender pearls.,2021-11-28T03:02:39Z
MrBeast Gaming,I love how everyone is just dying and chris is like “oh! it’s not that bad 😃”,2022-06-15T01:18:34Z
MrBeast Gaming,I was pretty happy seeing the boys playing minecraft together.,2022-07-21T03:59:57Z
MrBeast Gaming,"Jimmy, Chandler and Karl had a hard time eating an onion while Chris right here is enjoying his life eating the onion without pain 😂",2021-10-11T16:11:57Z
MrBeast Gaming,I enjoyed that everyone was puking at the onion and Chris was just like “Oh it’s not that bad.”,2022-08-02T23:47:24Z
MrBeast Gaming,Jimmy-“Oh I found a stronghold!”<br>Jimmy-*finds a nether fortress,2021-05-28T17:39:44Z
MrBeast Gaming,"<a href=""https://www.youtube.com/watch?v=D1eZybtieJM&amp;t=10m02s"">10:02</a> I love how everyone is disgusted and Chris is just like “oh it’s not that bad” lol",2021-10-27T20:40:44Z
MrBeast Gaming,Chandler: “Watch it bust through the ceiling”<br><br>2 Seconds later:,2021-11-20T01:19:51Z
MrBeast Gaming,"Jimmy “good luck finding a stronghold”<br>After, finds a nether fortress <br>Jimmy “I see a stronghold”😂",2022-12-12T21:20:35Z
MrBeast Gaming,"Chandler: why don’t we just bust through the ceiling<br>Asteroid: y’know, that isn’t a bad idea..",2021-09-03T21:31:35Z
MrBeast Gaming,I really support your channel knowing that when one of your friends really wanted to swear he didn’t because they knew they could lose a lot of viewers and I Support that. Because it makes it safe for the whole family and that would make it so more people wouldn know you guys are good people,2023-02-17T20:14:04Z
MrBeast Gaming,Jimmy: &quot;Have you got enough blaze rods?&quot;<br>Chris: &quot;No I&#39;ve only got 9.&quot;<br>Everyone: Facepalm,2020-11-19T21:05:37Z
MrBeast Gaming,Chris:making jokes<br>Chandler: screams when win<br>Jimmy: serious<br>Karl:screams always,2021-12-04T12:43:10Z
MrBeast Gaming,This was probably the closest I have seen y’all get to actually beating mine craft the full version,2021-08-18T21:51:13Z
MrBeast Gaming,Chaos Mod: Asteroid<br>Chandler: What is it gonna do? Bust through the ceiling?<br>Asteroid: <b>Falls on Chandler through the ceiling</b>,2021-08-05T08:10:24Z
MrBeast Gaming,I love the fact that jimmy called a fortress a stronghold,2022-07-28T15:01:23Z
MrBeast Gaming,I love how Karl acts like a speedruner the entire time,2020-11-22T00:53:15Z
MrBeast Gaming,Chris: “COBBLESTONE GIVES YOU IRON!”<br>Karl: “FLOWERS GIVE US GOLD”<br>Chandler: “Bruh this donkey won’t die”,2022-02-03T22:48:25Z
MrBeast Gaming,I love how Jimmy and Chris called a nether fortress the stronghold 😂,2022-04-05T02:32:20Z
MrBeast Gaming,"Cool rubric, I really love Minecraft, but it&#39;s usually very boring to play. Will have to try again too. Thanks for the video!",2022-04-12T21:00:31Z
MrBeast Gaming,The fact that the #1 person on the speedrun leaderboards could&#39;ve beaten the game like 3 times by the time they just got into the nether,2021-11-30T00:39:30Z
MrBeast Gaming,MrBeast is just so entertaining ❤,2023-05-08T11:20:53Z
MrBeast Gaming,Jimmy: &quot;Just stop starving.&quot;<br><br><b>World Hunger has left the chat</b>,2020-11-19T22:03:10Z
MrBeast Gaming,Chris: This isn&#39;t so bad<br>Everyone else: Practically choking,2021-09-05T15:57:14Z
MrBeast Gaming,I love how MrBeast is breaking dirt with a diamond axe,2021-10-23T08:33:04Z
MrBeast Gaming,"<a href=""https://www.youtube.com/watch?v=D1eZybtieJM&amp;t=10m08s"">10:08</a> The way Chandler is spitting via blowing raspberries is hilarious 😂",2023-06-04T03:18:30Z
MrBeast Gaming,I love how Jimmy doesn’t even try to beat the game 😂,2021-07-27T19:40:11Z
MrBeast Gaming,love how Chris was the only dad with the &quot;Its not  that bad&quot;,2022-09-07T19:04:39Z
MrBeast Gaming,Chandler:  “Watch it bust through the ceiling.”<br><br>Asteroid: Are you challenging me?,2020-11-19T20:47:16Z
MrBeast Gaming,Them calling the fortress the stronghold brought out a unbelievable amount of anger,2021-07-25T12:10:51Z
MrBeast Gaming,"I love how at <a href=""https://www.youtube.com/watch?v=D1eZybtieJM&amp;t=2m30s"">2:30</a> jimmy,Karl and Chris are freaking out and Chandler is just standing there",2022-03-29T11:48:25Z
MrBeast Gaming,I love how chandlers just being himself in these videos,2023-01-06T19:05:48Z
MrBeast Gaming,i actually want to see dream manhunt with this chaos mod.,2021-08-08T06:53:22Z
MrBeast Gaming,chris is the nature boy of nature boys lmao,2022-08-18T01:55:11Z
MrBeast Gaming,"Chandler: &quot;watch the asteroid just bash through the ceiling&quot;<br>Asteroid: <b>I mean, if that&#39;s what you want</b>",2020-12-25T16:05:50Z
MrBeast Gaming,I love how chris has a moustache and a beard at the start but he doesn&#39;t have it when he&#39;s eating the union 😂,2021-09-05T18:25:51Z
MrBeast Gaming,I love how  chandler is just coming to terms with it all,2021-08-13T05:47:19Z
MrBeast Gaming,I wish MrBeast Gaming made more of these chaos mode in minecraft when I watched this video two years ago.,2022-12-10T09:12:39Z
MrBeast Gaming,Chris and Karl together are hilarious,2021-07-29T22:05:32Z
MrBeast Gaming,The Asteroid jumpscares were truly hilarious.,2023-02-24T04:54:16Z
MrBeast Gaming,"&quot;Just stop being hungry&quot; <br>-Mr. Beast<br><br>And with that, without donating a single dollar, Mr. Beast solved world hunger.",2020-11-19T20:39:41Z
MrBeast Gaming,"I love that when they made challenge videos,they actually do the punishments if they lose",2022-03-16T07:51:24Z
MrBeast Gaming,Eating Onion: Is meant as punishment<br>Chris: Is not that bad,2021-08-05T16:22:55Z
MrBeast Gaming,"jimmy, chris and karl r all like sayin &quot;it put me on the roof&quot; and meanwhile here comes chandler finding a little trader",2022-11-03T22:40:10Z
MrBeast Gaming,Love the crazy mods and challenges!,2022-01-08T19:45:55Z
MrBeast Gaming,Imagine this on hardcore it would be SO HARD or IMPOSSIBLE,2023-01-01T19:52:39Z
MrBeast Gaming,"<a href=""https://www.youtube.com/watch?v=D1eZybtieJM&amp;t=5m12s"">5:12</a><br><br>Chandler: “Watch it just bust through the ceiling.”<br>Asteroid: Bashes through the ceiling.",2020-12-31T22:53:22Z
MrBeast Gaming,"In the nether, I love it how Chandler didn’t see the ancient debris right in front of him",2021-09-20T19:07:26Z
MrBeast Gaming,appreciate all the compassion and ur selflessness that you have. I recently got into your videos after seeing all the help you have done for people everywhere and it just touched my heart! I hope you continue to keep making people smile and of course I hope happiness for yourself! You probably get a ton of comments on all of your videos so,2023-07-10T12:03:31Z
MrBeast Gaming,I love how wholesome mrbeast is even though the first guy fell off they still helped him,2021-07-26T18:50:54Z
MrBeast Gaming,I love how Karl is always the guy who rips the money out of the peoples hands,2022-02-27T08:17:29Z
MrBeast Gaming,Been watching all Ur videos from oldest to latest. After I seen all. I started over again to try n push the views up. Coz Ur contents in all Ur videos from all Ur channels r worth to watch and witnessing how u give back to the world with no regrets... Keep up the good work Mrbeast and crew..,2022-02-12T21:22:00Z
MrBeast Gaming,MrBeast never fails to entertain us 💯,2022-11-26T17:08:43Z
MrBeast Gaming,Karl: points and clicks at someone with no armor and kills him<br><br>Also Karl: Acts like he just won a championship esports game,2021-06-04T22:30:46Z
MrBeast Gaming,"This is why I keep coming to watch his videos. He enjoys helping others by challenging them and see if they are worthy of overcoming those challenges. As long as you show that you can, nothing is impossible",2021-07-11T06:56:22Z
MrBeast Gaming,MrBeast never fails to impress me 💯,2021-06-13T19:17:43Z
MrBeast Gaming,Karl is so happy about taking thousands of dollars from a stranger.,2022-06-14T13:31:30Z
MrBeast Gaming,"Let&#39;s take the moment to appreciate how effort he puts into the content for us<a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>",2022-01-11T19:21:44Z
MrBeast Gaming,"congratulations you got every single item in a gamestop, now run a death course",2021-06-06T21:56:06Z
MrBeast Gaming,"he never fails his subscribers, man this guys awesome😆😆",2022-02-21T04:52:42Z
MrBeast Gaming,I really appreciate all the compassion and ur selflessness that you have. I recently got into your videos after seeing all the help you have done for people everywhere and it just touched my heart! I hope you continue to keep making people smile and of course I hope happiness for yourself! You probably get a ton of comments on all of your videos so you may not see mine but that’s completely okay:) it’s the thought that counts💗 love your videos so much and love how everyone is always having fun doing these videos.,2021-06-05T03:54:36Z
MrBeast Gaming,You know it&#39;s gonna be lit when he pulls out the &quot;Beating Minecraft on top of Mount Everest.&quot;,2021-06-10T23:09:41Z
MrBeast Gaming,they&#39;re so funny they made my day<br>damn it&#39;s really worth it to watch mrbeast videos so far.,2021-06-21T23:38:35Z
MrBeast Gaming,These two guys doing parkour while yelling &quot;eat my dust&quot; is possibly my new favourite thing-,2022-03-25T18:31:15Z
MrBeast Gaming,"I love how Beast thinks of others before thinking of himself, whoever gets choosed to be in one of his videos is super lucky",2021-06-07T18:30:01Z
MrBeast Gaming,Everyone is gangsta until he realizes he ACTUALLY gave his credit card information to somebody,2022-03-02T20:33:41Z
MrBeast Gaming,"<b>This man constantly surprises me with his crazy, but cool ideas.</b>",2021-06-04T18:28:48Z
MrBeast Gaming,"hi mr beast thanks for your videos, it&#39;s fun inspiring motivating and helpful.<br>your videos are the ones that help me here at the hospital to be comforted and stronger I hope I can hug you personally and I hope you can help more people<br>keepsafe mrbeast and your entire crew<br>-fan from phillipines ❤️",2021-06-23T02:51:38Z
MrBeast Gaming,"He’s not just making videos, he’s curing everyone’s boredom",2021-07-08T13:24:29Z
MrBeast Gaming,A voz do mr beast Brasil combina mais do q a deles ksksksk,2021-12-26T17:09:51Z
MrBeast Gaming,I&#39;m officially calling Karl the Sabotage guy.,2021-06-10T14:35:04Z
MrBeast Gaming,Karl is so passionate about making someone lose,2022-04-25T16:03:13Z
MrBeast Gaming,The most shocking part about this video is the fact that Mr. Beast&#39;s credit card has a limit.,2021-06-04T18:16:03Z
MrBeast Gaming,I love how those two gamers arguing and fighting each other who reach best buy first.,2021-07-15T18:06:49Z
MrBeast Gaming,jimmy: „chris what are you ?“<br>chris: “ an idiot sandwich”,2021-06-07T10:33:20Z
MrBeast Gaming,"You can pass your credit card anytime, lol. New to your channel and I love the entertainment guys.  Keep it up",2022-04-12T16:52:03Z
MrBeast Gaming,i love it that all they did  was get a random picture of girl holding a keyboard and made her his sister,2021-06-06T18:23:24Z
MrBeast Gaming,i’m so confused why wouldn’t the guy spend all 7k dollars lol,2022-03-13T16:27:41Z
MrBeast Gaming,Imagine losing thousands of dollars and Karl just screams YESS,2021-06-04T18:18:02Z
MrBeast Gaming,Can we just take a moment to Appreciate the person who made all of this,2021-08-24T12:03:29Z
MrBeast Gaming,This was definitely one of youre most creative ideas. Hope to see this again!,2021-06-06T02:55:23Z
MrBeast Gaming,"I think Karl likes ruining people&#39;s chances at winning stores. He isn&#39;t even incentivised to do anything, he just does it.",2022-04-24T22:50:53Z
MrBeast Gaming,"Hola MrBeast me gustaria poder participar en algun video tullo siempre veo tus videos y me gusta lo que haces por la gente, me sorprendio la vez que plantaste un arbol por cada like y todas las veces en las que ayudaste a la gente  pd: yo quiero ser en algun futuro un youtuber como tu y si se puede me encantaria un equipo gamer se que es mucho pedir pero me haria alguien muy muy feliz y si no llegara a pasar no importa igual tambien me hace muy feliz lo que haces por toda la gente cuando limpias las playas y eso es lo importante, muchas gracias MrBeast por todas las cosas que haces por la gente. Aunque problablemente no se cumpla pero todabia tengo una pequeña esperansa ojala se pueda cumplir 😔",2021-12-13T21:34:11Z
MrBeast Gaming,I always love how he ends the video.,2021-06-05T04:47:53Z
MrBeast Gaming,You’re so inspiring to a lot of people,2021-06-08T14:48:57Z
MrBeast Gaming,I couldn&#39;t take Chris seriously the whole video😂😂😂,2021-12-05T11:11:30Z
MrBeast Gaming,how humble mister beast giving his credit card,2023-06-21T02:04:49Z
MrBeast Gaming,Cant believe that Big C didnt told Karl: &quot;wait you are actually dogwater&quot; &quot;omg you are so bad&quot;,2021-06-06T21:44:40Z
MrBeast Gaming,I love how the guy just afraid to fall when he can just crouch so he cannot rka damage,2022-02-28T16:30:41Z
MrBeast Gaming,"I love how MrBeast has a link to his discord, though it&#39;s completely full",2021-06-05T10:35:51Z
MrBeast Gaming,I cant watch this video without laughing every time chris pops op with bread,2021-11-28T03:35:25Z
MrBeast Gaming,Simplesmente amei o canal.... bem que poderia ter legenda em português,2021-07-22T01:18:37Z
MrBeast Gaming,"As a Thai, seeing BigC in front of a Walmart was very ironic",2021-12-21T13:25:33Z
MrBeast Gaming,Karl makes me so happy. He really makes this channel so much better,2021-06-10T20:45:37Z
MrBeast Gaming,Excuse me but I was promised Chris would have a PBJ sandwich on his head.,2022-11-12T10:46:35Z
MrBeast Gaming,I’m way too old for this stuff but I just love the concept of what he does. Have to appreciate someone who gives back so much. Hope your proud of yourself 👍,2021-06-05T13:22:13Z
MrBeast Gaming,Man I love how they even help him win love you mr.beast and his team ❤,2021-06-06T01:12:43Z
MrBeast Gaming,What a generous donation to the furry kind. Jimmy is built differently.,2021-06-08T22:03:19Z
MrBeast Gaming,"The 5,000 dollar one is so good in my opinion. The fact that every building has furniture and they actually credited all the builders in the build is so respectful",2023-07-19T05:59:55Z
MrBeast Gaming,I love this concept. It’s honestly brings me nostalgia. Thank you MrBeast and your amazing team for just being great individuals. Love and light stay blessed and unstoppable. Keep the great work up.,2022-07-04T07:20:48Z
MrBeast Gaming,"the 5000 dollar house was the best by far but i also love the 100 dollar house as well, you can see how much detail they put into terraforming and the build whilst being one of the cheapest builds",2022-08-08T14:25:11Z
MrBeast Gaming,For 16k I expect every bit of every building to be furnished,2022-12-16T23:46:10Z
MrBeast Gaming,I love watching Mr beasts videos because he has changed my perspective of the world and has made me want to help people in need,2023-06-28T14:50:10Z
MrBeast Gaming,"Let’s just take into fact that the 5,000$ one is the only build that gave credit to the builders like they had a room for that",2022-03-26T19:52:52Z
MrBeast Gaming,"The $5,000 build was obviously a 10/10?",2022-12-21T04:15:47Z
MrBeast Gaming,"The $5000 build even after combining it with the extra $10,000 they won, still cost less than the $16,000 build by a thousand dollars 😅",2022-08-06T23:51:46Z
MrBeast Gaming,"When you realize even after the $10,000 tip the $16,000 build still costs more 💀",2023-06-21T07:12:19Z
MrBeast Gaming,"I love how the 16,000 dollar build still earned more money than the winner 💀",2023-04-28T03:05:27Z
MrBeast Gaming,"tbh the 100$ build deserved to win, its easily the best bang for your buck. the 5k one is very cool and all but thats 5 grand, literally 50x more expensive than the 100$ one. personally dont know if i would say its 50x better but thats just me",2023-07-12T18:44:47Z
MrBeast Gaming,You guys gotta remember. He stilled paid the last build 16k which is more than the prize money. The 5k base that won still got less money than the 16k build.,2021-12-02T16:51:00Z
MrBeast Gaming,"I love how the builders of the $16,000 build still got more money than the winners",2022-04-21T17:03:43Z
MrBeast Gaming,really good of you to fund these builders creativity and you can tell by the wide variety of builds that you didn&#39;t provide too much instruction and let them follow their hearts,2023-06-03T23:53:12Z
MrBeast Gaming,Jimmy never disappoints,2023-08-09T19:14:22Z
MrBeast Gaming,Imagine if the $5000 builders got to work for the $16000. The build would&#39;ve been hella crazy.,2022-04-24T16:58:53Z
MrBeast Gaming,His builds are really awesome,2023-07-19T14:08:27Z
MrBeast Gaming,"the builds themselves are still very impressive. however, i’d like to point out that the majority of terrains are probably created using external software and certain aspects are edited afterwards in game. it still takes an absurd amount of time, though and is very impressive.",2021-09-04T15:35:32Z
MrBeast Gaming,I just realized that the last build still ended up making more money than the one that won,2022-08-11T18:44:38Z
MrBeast Gaming,i like how after $50 they were no longer a singular house lol,2022-12-28T00:08:20Z
MrBeast Gaming,Ya estoy suscrito 😊,2023-08-03T22:25:34Z
MrBeast Gaming,This video came out before I started playing minecraft and even I could tell that these builds were so hard to build.,2022-07-06T14:56:11Z
MrBeast Gaming,Quiero concursar en esto de construcción así sea de 5 dólares,2023-07-08T23:08:32Z
MrBeast Gaming,Mr. Beasts minecraft house cost more than my irl house,2021-08-25T20:15:21Z
MrBeast Gaming,Mine from the surface might be called a 5 dollar home. But once you go underground you will see something insane. So insane that even the server owner loves it.,2022-12-19T02:11:28Z
MrBeast Gaming,The team who built the $16k Minecraft World got more money that the actual winners.,2022-06-11T13:31:02Z
MrBeast Gaming,Kapan ke Indonesia mr.beast? Hehe,2023-07-13T09:13:48Z
MrBeast Gaming,The fact that even if they payed the 5k build 10k the total amount the 5k build got would still be less than the 16k build,2023-01-09T09:06:01Z
MrBeast Gaming,Wow such a wonderful content and inspiration for begginers❤,2023-07-27T02:55:12Z
MrBeast Gaming,"Even though the $5000 build won 10 grand, the $16 grand one still got more money",2023-06-05T18:40:27Z
MrBeast Gaming,"I reckon that if they payed 5000 thousand dollars to the guy that built the  100 dollar house, it would be a masterpiece",2022-03-31T02:17:07Z
MrBeast Gaming,I guess our mr.beast brother and his team don&#39;t understand the structures. 😅,2023-06-23T14:04:31Z
MrBeast Gaming,"This creator is genius. He starts at the lowest cost and builds up anticipation for the big one. His retention efforts are far above par of any other creator I’ve watched. I’ve never been bored of his videos. He knows when have the highs, and knows exactly when to have a lull. Jimmy, you are truly one of s kind!",2022-04-05T23:10:26Z
MrBeast Gaming,"Bro paid the 16000 dollar guy more than the 5,000 dollar one that won 💀💀",2023-07-22T04:40:52Z
MrBeast Gaming,Yeah the last one looked like more of an art piece rather than a base/home. The 5k one was more on point as well as just overall more aesthetically pleasing.,2021-12-03T10:56:54Z
MrBeast Gaming,I wish we were told the builders for these. I would love to commission something,2022-07-05T02:05:34Z
MrBeast Gaming,"All I can think about is how much effort they put in, probably so happy to get paid for playing the game.",2022-11-29T09:56:16Z
MrBeast Gaming,가격이 올가갈수록 규모가 점점 커지네.,2023-07-22T09:45:55Z
MrBeast Gaming,I like how the last build still got more money than the rest of them,2022-08-31T05:24:05Z
MrBeast Gaming,개지린다 너무 잘만듬 16000달러지린다,2023-08-02T05:01:04Z
MrBeast Gaming,"Out of the two contenders for winning, I’m glad that one won. It was just way more cohesive and realistic, and just had a nice location vibe rather than a bunch of big characters. Not to say the other one was bad, it was good, but idk, that’s a bit too pricey for that imo.",2021-08-25T19:52:10Z
MrBeast Gaming,"5k feels a lot more personal and super cool with the furnishing and credits, but the 16k was incredibly detailed with the superheroes and must have taken lots of effort. i have to say karl was right by everything he said.",2022-08-06T16:30:28Z
MrBeast Gaming,Even Karl didn’t believe sepnaps  rating for the 1600£  build when he gave it only an 8,2022-05-16T21:12:36Z
MrBeast Gaming,Oi Jimmy sou do Brasil <br>Queria competir em um desafio seu,2023-07-25T00:27:15Z
MrBeast Gaming,Jimmy always has the craziest video ideas,2022-04-13T22:15:49Z
MrBeast Gaming,"The 5,000 dollar one is so good in my opinion. The fact that every building has furniture and they actually credited all the builders in the build is so respectful<br>y",2023-06-21T22:46:07Z
MrBeast Gaming,"I like the 5k one more based on setting preference. The 16k has sculptures which are incredibly difficult, and there are a lot of details added for things like fire and smoke, but a lot of the buildings end up being fairly simple in design as far as &quot;tall rectangle building&quot; goes. It also just feels like a less playable world and more just show-and-tell (which is fine because it was the point of the video).<br><br>The 5k just seems more fun to play in for me.",2022-03-08T21:43:47Z
MrBeast Gaming,The 5000 Build had more practical use in my opinion<br>You could play survival on it,2022-06-25T12:11:27Z
MrBeast Gaming,Jimmy I never played Minecraft but you made me download it cause I love how people do these competitions I can only imagine the hours it takes to make these so detailed,2023-04-20T22:00:42Z
MrBeast Gaming,This is just amazing. I’m surprised that’s really all I gotta,2023-07-21T22:08:38Z
MrBeast Gaming,"Jimmy: &quot;I&#39;m poor&quot; <br>Jimmy: literally donating $10,000 to everyone who wins",2020-10-24T01:13:25Z
MrBeast Gaming,Throwback to when Jimmy voted out Dream on that one video because he “walked funny” and now Courage accused Jimmy for walking funny! 🤣,2021-10-02T16:17:05Z
MrBeast Gaming,I love how jimmy is 22 years old and is living his life like its the end of the world,2020-10-26T17:12:53Z
MrBeast Gaming,Its really funny when Karl and Chris told they&#39;re gonna win but they lost at the end 😂😂,2021-06-28T08:27:21Z
MrBeast Gaming,"Wildcat went super try-hard with his percentages, statistics, and accusations and I died laughing! 😂😂😂",2020-12-10T03:50:44Z
MrBeast Gaming,THE EDITORS HAVE MY HUGE RESPECT 💯!!!!!,2021-03-28T09:33:48Z
MrBeast Gaming,The realest fan base I’ve ever witnessed. Proud to be a part of this community even the dark times..,2020-10-23T19:12:30Z
MrBeast Gaming,Lufu winning and doing that charity donation makes my heart happy.,2020-10-25T06:08:36Z
MrBeast Gaming,Mad respect to loser fruit donating the 10k to charity.,2020-11-24T11:08:59Z
MrBeast Gaming,SO WE CAN All AGREE THAT THIS MAN NEVER DISAPPOINTS US WITH THIS VIDEO,2021-12-20T20:34:36Z
MrBeast Gaming,"Courage last video: &quot;I&#39;ve always loved Karl&quot;<br>Karl: &quot;I knew it, I hate Courage&quot;",2020-10-24T22:42:09Z
MrBeast Gaming,I’ve been on a Mr Beast binge since listening to him on Jre. The among us and hide &amp; seek videos are my favorites. Keep up the good work,2022-03-13T09:59:45Z
MrBeast Gaming,Mr.Beast: &quot;I&#39;m poor.&quot;<br><br>Everyone: <b>Impossible</b>,2020-10-24T18:13:37Z
MrBeast Gaming,I love how Jimmy says &quot;I&#39;m poor&quot; and then 2  days later he&#39;s like &quot;Whoever says 《hello》 gets 200 million dollars!&quot;,2021-01-25T14:46:29Z
MrBeast Gaming,I love how Chandler almost always yells like crazy when he dies,2022-01-28T12:53:20Z
MrBeast Gaming,Memeulous and Courage in same video is a dream of mine! Thanks for this and great video 😊 can&#39;t wait for more!,2020-10-26T21:35:22Z
MrBeast Gaming,Watching this made me appreciate the sidemens editing,2021-09-09T13:00:23Z
MrBeast Gaming,imagine Karl trying so hard just to be on Jimmys good side,2020-10-23T20:27:07Z
MrBeast Gaming,It makes it so much better when I can see everyone’s point of view instead of just one,2020-11-12T06:02:00Z
MrBeast Gaming,I never thought Memeulous would play Among us lol,2020-12-19T09:00:12Z
MrBeast Gaming,"The fact that mr beast holds these $10 000 among us challenges makes my heart race, I feel so bad for infinite, he could&#39;ve won 10 grand if he had just played paper.",2021-02-09T13:39:28Z
MrBeast Gaming,i can&#39;t believe fruity didn&#39;t throw jimmy under the bus earlier lmao  but it was a good play glad someone won the 10k,2020-10-29T06:37:20Z
